participants,clip_335,clip_340,clip_348,clip_351,clip_352
suitaddi,1.06443641618497,1.025003730569952,1.0225077586206808,1.2436567164179084,1.1609177033492828
sulldavi,1.0803034682080912,1.073267225130894,1.1299911838790873,1.060462776659964,1.0723599999999962
teralila,0.928557114228456,0.908699009900981,1.2072102389078547,1.1290194346289757,1.0304387291981862
totttrev,1.0832000000000013,0.838617391304342,0.9625366972477073,1.0842010771992818,1.1429361890694245
wattadam,1.0919298245614013,1.1512065497076098,1.017688135593222,1.1035514018691606,0.9815701631701634
weinharp,0.9777653631284898,1.0754573228346422,1.1094166423357648,1.1694444444444545,0.9767344262295156
wellrhet,0.9737640449438164,0.8397307317073184,1.2855224598930448,1.010743801652899,1.1411865269461081
westarth,1.0171047227926029,0.8950400000000005,1.1904175862068953,0.8276955602537001,1.1653000000000002
westianZ,1.0540237691001613,1.0704475703324818,1.1669289655172415,1.0121897163120595,1.0755653979238746
wickcany,1.0269506726457411,1.0824075808249678,1.2357067226890766,0.9763544018058699,1.1597100000000002
wiggelis,1.0417000000000027,1.1688862365591364,1.2103672354948853,0.9907838983050926,1.1670899521531104
yorkwhit,1.385325443786977,1.0647899476439826,1.1043076923076958,1.0649362477231286,1.137753323485968
yuZZaubr,1.0790028901734094,1.141250951374214,1.1551453237410056,1.1528218694885346,1.1401923190546535
