participants,clip_335,clip_340,clip_348,clip_351,clip_352
vauglevi,0.9624303797468353,1.0569692532942894,1.3611289234760031,0.935968313458259,0.8947967999999993
verrjame,1.207739325842708,0.9726452410383205,1.3904521739130478,1.1084057575757653,1.2181039490445957
watkwade,1.3206857142857256,1.2404953560371441,1.1555800475059426,0.8476295652173903,1.2336061016949147
watsiyah,0.9841251533742289,1.2395109489051093,1.2081067915690897,1.5180211618257318,0.9580456355283293
webbisaZ,1.1908173913043594,1.365764781490998,1.2644485788113708,1.6695708582834474,1.052970262390673
wegeloga,1.212360383386572,1.0340973630831614,1.0095764172335595,1.1774385466034833,0.8957008620689588
westanto,0.9867986159169585,1.1008440860215112,1.261625629290615,1.3535619389587037,1.2294924281984332
willizai,1.3124571428571419,1.1482876712328798,1.100635240274607,1.1673956626506048,0.8206867579908653
willolyv,1.1101178036605563,1.0395000000000008,1.1846068965517222,1.2173187943262407,0.9854037351443197
wrigjaco,1.2077706840390732,0.8538333333333357,1.3571884615384548,1.00448724584104,1.255915731874144
wriglewi,1.2720388663967577,1.2157743589743577,1.3780019323671542,1.0321930069930085,1.0422516556291415
