clip_id,target_id,frame,x,y,z,toddler looking at face,toddler looking at object,toddler making eye contact,toddler looking away,toddler following gaze,toddler playing alone,toddlers playing together,toddler showing object,toddler smiling,toddler crying,toddler frowning,toddler surprised,toddler neutral face,toddler happy face,moving object,moving person,bright object,dark object,hand reaching,face close-up,body close-up,object close-up,single toddler center,voice off-screen
335.000000,16.000000,274.000000,6.095176,8.399726,2.413465,0.230184,0.235514,0.220362,0.228159,0.215956,0.224907,0.224667,0.253110,0.195207,0.201417,0.188839,0.213044,0.166146,0.183704,0.197506,0.164918,0.166647,0.176836,0.205633,0.143099,0.155306,0.199146,0.235461,0.191830
335.000000,16.000000,304.000000,8.476489,8.574221,2.671611,0.224169,0.234057,0.234746,0.206529,0.214165,0.227058,0.227103,0.247660,0.188924,0.209290,0.199196,0.222529,0.171719,0.191346,0.202126,0.159797,0.149322,0.157827,0.185217,0.123936,0.115671,0.174736,0.226811,0.180011
335.000000,16.000000,334.000000,8.248703,8.592503,2.610445,0.232864,0.238896,0.236394,0.220795,0.229661,0.235565,0.235696,0.251571,0.193001,0.207799,0.198681,0.222766,0.181893,0.193503,0.209592,0.181361,0.159032,0.161283,0.195653,0.131447,0.138549,0.181860,0.235491,0.194227
335.000000,16.000000,364.000000,4.720839,8.421210,1.183593,0.219299,0.208205,0.208524,0.195792,0.206902,0.223308,0.225064,0.207884,0.191704,0.206534,0.194492,0.210824,0.173430,0.191966,0.186078,0.168472,0.164592,0.167425,0.173017,0.157077,0.169096,0.202142,0.226341,0.179754
335.000000,16.000000,394.000000,4.669349,8.466925,1.147228,0.231571,0.222333,0.226176,0.206362,0.209695,0.226204,0.227831,0.216568,0.191604,0.202191,0.191984,0.226006,0.185819,0.199608,0.199493,0.176755,0.165266,0.174356,0.184273,0.185296,0.177892,0.210494,0.231574,0.200286
335.000000,16.000000,424.000000,4.698968,8.462792,1.142622,0.244831,0.221440,0.237342,0.219092,0.230823,0.228372,0.237042,0.222361,0.199721,0.211730,0.204947,0.223385,0.182969,0.209826,0.188341,0.168853,0.160308,0.162965,0.189770,0.177742,0.175585,0.207795,0.242549,0.183761
335.000000,16.000000,454.000000,7.395709,7.910986,1.706534,0.223166,0.214237,0.216599,0.216138,0.215482,0.205746,0.226284,0.211163,0.193580,0.202157,0.196030,0.205892,0.178240,0.190612,0.170201,0.159736,0.143276,0.151253,0.162729,0.132666,0.139196,0.170127,0.231055,0.170307
335.000000,17.000000,212.000000,8.903202,5.881284,3.619948,0.289182,0.278232,0.274054,0.271327,0.277128,0.254467,0.237824,0.272360,0.238690,0.249298,0.264623,0.267103,0.239022,0.238093,0.197040,0.199332,0.175323,0.176577,0.197331,0.188262,0.163150,0.179741,0.228074,0.207241
335.000000,18.000000,247.000000,1.904438,9.463129,2.838939,0.196842,0.195931,0.180413,0.190873,0.173789,0.211058,0.196538,0.181310,0.191712,0.196564,0.200453,0.195532,0.172800,0.175586,0.199326,0.187800,0.187790,0.195492,0.197841,0.178052,0.205740,0.225499,0.208613,0.205669
335.000000,18.000000,277.000000,4.512455,8.576798,1.456082,0.211777,0.201512,0.216236,0.205139,0.207691,0.232163,0.219645,0.195183,0.200897,0.201730,0.209273,0.215138,0.171259,0.193582,0.196347,0.198843,0.162639,0.175181,0.180797,0.152756,0.178215,0.188452,0.218194,0.188535
335.000000,19.000000,264.000000,7.361841,5.520964,2.394992,0.251480,0.249735,0.244449,0.239117,0.245492,0.229528,0.240082,0.257470,0.228290,0.238229,0.231653,0.250221,0.214200,0.216693,0.191561,0.188198,0.181536,0.178982,0.201881,0.168823,0.172658,0.171810,0.220491,0.208357
335.000000,19.000000,294.000000,9.720817,8.067703,3.141235,0.278209,0.278038,0.264116,0.296622,0.279113,0.245916,0.236994,0.282673,0.246079,0.251314,0.252284,0.253620,0.239199,0.238748,0.186711,0.190617,0.168214,0.163042,0.199140,0.146320,0.156425,0.163322,0.235530,0.201684
335.000000,2.000000,111.000000,9.222683,8.196933,2.882832,0.239873,0.236006,0.237765,0.238739,0.230396,0.239587,0.236688,0.235580,0.200721,0.208509,0.213902,0.231069,0.189157,0.210067,0.153907,0.151040,0.144745,0.138765,0.153231,0.105004,0.106879,0.131047,0.256052,0.174728
335.000000,2.000000,51.000000,4.126503,8.657839,1.753337,0.184088,0.181989,0.195630,0.182851,0.183255,0.202477,0.201327,0.175269,0.175438,0.186382,0.184689,0.187731,0.148520,0.172379,0.182524,0.186054,0.156454,0.167036,0.169148,0.146453,0.169340,0.174584,0.196922,0.192110
335.000000,2.000000,81.000000,9.326495,8.357079,2.786660,0.224227,0.222048,0.229800,0.219485,0.223493,0.224695,0.215284,0.222575,0.200727,0.210384,0.212404,0.224173,0.186393,0.212055,0.165666,0.174805,0.149791,0.149530,0.172245,0.112175,0.113775,0.143199,0.227388,0.192008
335.000000,20.000000,283.000000,4.459407,8.452087,1.382480,0.201883,0.195492,0.200323,0.200761,0.191510,0.212698,0.201541,0.188239,0.192795,0.194884,0.194868,0.206057,0.176936,0.186834,0.177650,0.185011,0.166439,0.173756,0.167965,0.147412,0.165749,0.185698,0.218491,0.186531
335.000000,20.000000,313.000000,5.115837,8.290627,1.499065,0.206616,0.210180,0.207943,0.201511,0.197345,0.220043,0.220492,0.206175,0.190406,0.201423,0.200638,0.207928,0.178548,0.193196,0.180970,0.175747,0.164018,0.172140,0.168154,0.127320,0.148035,0.174000,0.230127,0.179962
335.000000,23.000000,342.000000,1.755576,9.538545,2.737788,0.153864,0.148234,0.143663,0.143082,0.134615,0.163681,0.168296,0.140638,0.146725,0.161949,0.159193,0.163171,0.136166,0.130145,0.173165,0.162963,0.163248,0.169934,0.159804,0.123867,0.171155,0.190049,0.188101,0.175432
335.000000,24.000000,356.000000,4.594916,8.286985,1.562328,0.214440,0.213946,0.200395,0.207877,0.203104,0.221968,0.220236,0.207723,0.191866,0.191452,0.194364,0.204958,0.181996,0.182669,0.200512,0.185064,0.171965,0.185617,0.178588,0.129653,0.156489,0.199574,0.223242,0.188870
335.000000,24.000000,386.000000,1.982544,9.584473,2.661589,0.181500,0.177954,0.180903,0.170742,0.165514,0.204336,0.200956,0.170468,0.182761,0.195771,0.181916,0.189429,0.171516,0.161443,0.198668,0.188456,0.185562,0.188126,0.183798,0.158870,0.185788,0.208250,0.201411,0.194173
335.000000,25.000000,362.000000,12.203879,7.921249,3.628923,0.247363,0.234476,0.240327,0.227711,0.232612,0.214322,0.212933,0.244621,0.201119,0.238460,0.217436,0.221696,0.194472,0.202029,0.161274,0.148176,0.134155,0.146546,0.163695,0.151263,0.131165,0.164443,0.232951,0.180552
335.000000,25.000000,392.000000,12.325135,8.005095,3.650572,0.239279,0.232681,0.237496,0.214312,0.218975,0.216538,0.209840,0.241650,0.201593,0.223999,0.200993,0.213045,0.188323,0.199683,0.145466,0.137787,0.117356,0.134173,0.168088,0.128154,0.119671,0.152476,0.212077,0.171100
335.000000,25.000000,422.000000,12.416191,8.052387,3.657204,0.240579,0.223642,0.237126,0.206325,0.215006,0.208963,0.199623,0.236112,0.195630,0.253180,0.211757,0.213871,0.195658,0.199222,0.142989,0.135353,0.116639,0.122283,0.163569,0.142867,0.124240,0.150253,0.211424,0.173166
335.000000,25.000000,452.000000,12.368259,8.017813,3.655416,0.248308,0.230960,0.233389,0.217573,0.221367,0.212178,0.208087,0.248865,0.203249,0.249162,0.218091,0.219248,0.201354,0.209585,0.152741,0.143328,0.126117,0.143798,0.163911,0.134161,0.128495,0.155264,0.216155,0.171603
335.000000,25.000000,482.000000,12.284971,7.932494,3.672292,0.247593,0.234011,0.243826,0.214767,0.219621,0.216832,0.217416,0.241828,0.209410,0.246570,0.215864,0.235732,0.190935,0.210737,0.154270,0.144012,0.128532,0.140560,0.172163,0.145557,0.133101,0.158928,0.218560,0.188603
335.000000,25.000000,512.000000,12.387957,8.020999,3.675899,0.238540,0.225222,0.237318,0.202951,0.210569,0.217144,0.211835,0.239038,0.198844,0.249185,0.210013,0.225626,0.193670,0.204812,0.140462,0.129204,0.115294,0.127816,0.156140,0.130580,0.117063,0.142072,0.218214,0.172530
335.000000,25.000000,542.000000,12.345934,7.983978,3.669736,0.236128,0.221825,0.239682,0.204568,0.209663,0.209896,0.210229,0.242558,0.194891,0.248165,0.206916,0.222659,0.185512,0.201977,0.143566,0.140352,0.119110,0.126848,0.164048,0.130275,0.122113,0.141654,0.221103,0.175926
335.000000,28.000000,407.000000,2.884960,7.689927,2.290663,0.208753,0.207550,0.184550,0.213566,0.204360,0.225792,0.203873,0.210669,0.205418,0.194845,0.209868,0.189441,0.170737,0.185699,0.188283,0.191733,0.175171,0.171738,0.203109,0.162112,0.174346,0.191678,0.225726,0.185255
335.000000,29.000000,412.000000,11.015622,6.547281,4.183463,0.263777,0.249645,0.257026,0.245707,0.244339,0.213809,0.234922,0.237543,0.220503,0.230268,0.227445,0.239379,0.214030,0.219319,0.168197,0.167985,0.152027,0.156796,0.177608,0.162587,0.145437,0.158945,0.234309,0.188010
335.000000,29.000000,442.000000,9.555622,8.168180,3.043753,0.247862,0.260753,0.243887,0.246820,0.249951,0.220222,0.230201,0.253081,0.210600,0.223782,0.223181,0.232937,0.206222,0.204636,0.174576,0.165978,0.147499,0.156810,0.177735,0.136042,0.133118,0.163896,0.234268,0.188575
335.000000,3.000000,59.000000,1.633074,9.255536,3.325824,0.195882,0.200807,0.182690,0.179087,0.179528,0.204310,0.199966,0.197640,0.185642,0.188930,0.181473,0.197678,0.180813,0.183224,0.210814,0.208840,0.187157,0.192861,0.184692,0.174100,0.185361,0.207534,0.185905,0.207661
335.000000,30.000000,418.000000,2.420151,9.556971,2.372712,0.194696,0.190111,0.182551,0.190957,0.176460,0.208680,0.208342,0.181831,0.187500,0.196201,0.192052,0.195269,0.170587,0.175266,0.181857,0.181281,0.175527,0.182001,0.174079,0.141167,0.185200,0.201935,0.221346,0.186596
335.000000,32.000000,427.000000,1.974974,9.630168,2.628796,0.168843,0.168003,0.176885,0.154082,0.154420,0.192784,0.184802,0.159937,0.164935,0.180094,0.170347,0.178466,0.142986,0.142019,0.190016,0.186185,0.166620,0.174580,0.178306,0.151838,0.179037,0.191526,0.197533,0.193911
335.000000,32.000000,457.000000,1.839605,9.389040,3.063763,0.186701,0.190796,0.167505,0.179270,0.165284,0.198268,0.182234,0.176777,0.183395,0.190760,0.188837,0.188222,0.180342,0.168608,0.189319,0.188161,0.169874,0.184338,0.188599,0.152008,0.178884,0.197132,0.182316,0.198669
335.000000,35.000000,461.000000,7.726387,8.172438,1.274044,0.252238,0.234869,0.258423,0.235579,0.253226,0.226666,0.229802,0.223311,0.220326,0.221060,0.219608,0.238691,0.201522,0.222656,0.201703,0.187202,0.166069,0.168810,0.172965,0.173429,0.167138,0.205917,0.240351,0.181444
335.000000,4.000000,68.000000,4.745380,8.331100,1.315643,0.214759,0.221956,0.204452,0.222879,0.209712,0.232534,0.225747,0.209505,0.209502,0.215861,0.207329,0.220064,0.183928,0.193044,0.194136,0.178097,0.160501,0.168143,0.166257,0.158662,0.178897,0.205139,0.226749,0.201591
335.000000,4.000000,98.000000,4.605455,8.522573,1.545930,0.230276,0.226462,0.220029,0.228903,0.236031,0.245355,0.231694,0.215987,0.217079,0.217974,0.221235,0.221569,0.190256,0.208317,0.198165,0.209417,0.172757,0.176245,0.193950,0.157418,0.180857,0.182156,0.230637,0.199336
335.000000,40.000000,472.000000,4.619316,8.446535,1.225587,0.216617,0.199394,0.213983,0.201306,0.198612,0.204196,0.204960,0.186273,0.194762,0.193733,0.192513,0.209197,0.174480,0.193048,0.176530,0.180558,0.155331,0.159660,0.157591,0.146772,0.170019,0.190786,0.223655,0.176323
335.000000,41.000000,474.000000,1.532654,9.413106,2.843491,0.174608,0.179685,0.157694,0.164135,0.149333,0.174807,0.168256,0.171412,0.164122,0.173423,0.172956,0.169027,0.159825,0.147521,0.199828,0.172067,0.186015,0.195681,0.182272,0.148293,0.182077,0.209026,0.195820,0.197591
335.000000,42.000000,477.000000,5.080172,6.078319,3.552694,0.221669,0.210601,0.196724,0.231013,0.214754,0.215160,0.205245,0.217107,0.214230,0.205958,0.217701,0.195112,0.193323,0.194444,0.170672,0.179013,0.170311,0.159832,0.197355,0.158230,0.175369,0.176514,0.218945,0.182808
335.000000,43.000000,481.000000,2.340792,9.578657,2.414225,0.152778,0.150922,0.142995,0.148237,0.137584,0.173897,0.175714,0.138293,0.154054,0.159059,0.162732,0.152655,0.135845,0.138327,0.156536,0.139462,0.150050,0.157897,0.140891,0.109155,0.151817,0.182583,0.194725,0.149639
335.000000,44.000000,488.000000,7.726191,8.160118,1.299855,0.252447,0.232637,0.252433,0.234229,0.250558,0.226867,0.230385,0.221627,0.214294,0.219170,0.214640,0.236195,0.199853,0.220953,0.202748,0.191491,0.163476,0.168763,0.167551,0.170970,0.164836,0.200656,0.246963,0.180561
335.000000,44.000000,518.000000,7.737072,8.156190,1.295114,0.245604,0.218013,0.243076,0.229115,0.239260,0.224248,0.217442,0.213885,0.209367,0.217708,0.217185,0.235351,0.197478,0.221315,0.181248,0.175349,0.157257,0.160399,0.167917,0.166856,0.165011,0.191237,0.235546,0.176515
335.000000,44.000000,548.000000,7.760191,7.945453,1.748723,0.249274,0.228135,0.243994,0.238348,0.238748,0.228301,0.242242,0.225677,0.213326,0.225651,0.220893,0.228797,0.197758,0.217537,0.185392,0.179756,0.150345,0.160159,0.184882,0.155468,0.150390,0.175130,0.246157,0.183773
335.000000,44.000000,578.000000,7.737546,8.152267,1.295231,0.259571,0.239223,0.248025,0.237669,0.243905,0.223545,0.212242,0.232235,0.222761,0.232492,0.233344,0.241247,0.215212,0.235208,0.189682,0.178622,0.171751,0.183107,0.179035,0.172316,0.160701,0.197364,0.239164,0.195953
335.000000,45.000000,489.000000,1.987576,9.450665,2.844625,0.183291,0.183089,0.164541,0.181408,0.169488,0.179263,0.174526,0.166882,0.175876,0.186489,0.186409,0.178099,0.178682,0.160664,0.187928,0.191759,0.176940,0.180348,0.173275,0.152939,0.173471,0.203953,0.204414,0.178044
335.000000,45.000000,519.000000,2.578250,9.512964,2.287211,0.180341,0.192931,0.183100,0.179280,0.172242,0.211078,0.204827,0.174041,0.178786,0.185176,0.187106,0.179515,0.152446,0.166840,0.186634,0.175343,0.163772,0.175278,0.165432,0.119836,0.154442,0.180819,0.211406,0.180299
335.000000,45.000000,549.000000,2.083072,9.588285,2.570135,0.181220,0.185886,0.188182,0.178497,0.164251,0.227531,0.216941,0.177459,0.188286,0.196245,0.187258,0.196815,0.164170,0.166086,0.195117,0.178167,0.176411,0.184304,0.179819,0.160642,0.184801,0.205130,0.203852,0.195432
335.000000,45.000000,579.000000,11.080950,6.584777,4.211002,0.285761,0.266942,0.269116,0.279218,0.271004,0.233678,0.235731,0.258937,0.238605,0.244407,0.251906,0.250973,0.241644,0.238281,0.176906,0.184159,0.160841,0.157015,0.180083,0.162130,0.153474,0.160142,0.245164,0.198478
335.000000,45.000000,609.000000,11.966803,7.196743,4.269846,0.266422,0.244139,0.269677,0.248023,0.253797,0.213093,0.213432,0.229698,0.212782,0.217348,0.224648,0.230350,0.214784,0.218653,0.149405,0.155582,0.129932,0.137405,0.161319,0.136972,0.114211,0.133290,0.212443,0.184487
335.000000,46.000000,489.000000,7.622103,5.449429,2.512760,0.244709,0.243215,0.240749,0.236001,0.233677,0.215107,0.230888,0.241913,0.211545,0.229266,0.215572,0.232719,0.198955,0.207926,0.174294,0.175152,0.155067,0.168140,0.186767,0.158637,0.161586,0.166489,0.214722,0.195950
335.000000,46.000000,519.000000,11.978549,7.201499,4.270161,0.258243,0.240632,0.256915,0.241980,0.245213,0.218950,0.233201,0.237797,0.215124,0.218878,0.217457,0.236654,0.203632,0.219981,0.136321,0.141978,0.128193,0.132106,0.155928,0.119786,0.112647,0.126559,0.218263,0.175191
335.000000,46.000000,549.000000,9.573217,8.183699,2.944461,0.257957,0.262890,0.255467,0.266900,0.267047,0.243329,0.233123,0.272033,0.222623,0.228644,0.229658,0.248376,0.211543,0.216096,0.182079,0.176988,0.153704,0.157597,0.196262,0.132747,0.138250,0.159516,0.251112,0.192591
335.000000,50.000000,561.000000,5.619962,8.074089,2.154150,0.234216,0.230422,0.229810,0.222189,0.237112,0.228449,0.234672,0.251417,0.210666,0.217975,0.212072,0.226403,0.202764,0.206914,0.217927,0.219686,0.184683,0.187197,0.230301,0.149598,0.180515,0.194256,0.235223,0.203498
335.000000,50.000000,591.000000,7.728755,8.133967,1.324959,0.239966,0.218772,0.229054,0.218990,0.230062,0.213690,0.207923,0.215013,0.199317,0.219029,0.222876,0.215570,0.192408,0.212136,0.176782,0.163446,0.150094,0.158573,0.157139,0.147436,0.144660,0.184100,0.238352,0.174889
335.000000,50.000000,621.000000,5.078107,8.523262,1.412156,0.210527,0.205034,0.205964,0.191677,0.199884,0.231019,0.238075,0.182231,0.188749,0.201506,0.187915,0.195689,0.166536,0.191434,0.183851,0.178807,0.148829,0.150230,0.143321,0.137102,0.145654,0.176468,0.226991,0.171733
335.000000,50.000000,651.000000,4.927285,8.691834,1.540729,0.218894,0.206969,0.214337,0.194518,0.207300,0.235970,0.237925,0.226512,0.200965,0.214478,0.205982,0.220483,0.177899,0.211370,0.202248,0.204557,0.160848,0.169487,0.196493,0.143219,0.163777,0.183332,0.231435,0.191717
335.000000,50.000000,681.000000,6.083375,8.444867,2.402095,0.210988,0.220600,0.213929,0.203543,0.214852,0.230527,0.220685,0.236133,0.185050,0.198773,0.185086,0.206310,0.177202,0.182836,0.188708,0.183632,0.154252,0.166382,0.201640,0.119852,0.140569,0.173348,0.225917,0.199911
335.000000,50.000000,711.000000,6.011448,8.514076,2.350068,0.207845,0.211923,0.209316,0.204072,0.209548,0.226019,0.228947,0.226254,0.181157,0.194504,0.186848,0.199412,0.165659,0.174523,0.189321,0.168265,0.158166,0.164444,0.195818,0.125689,0.139415,0.177201,0.230489,0.188368
335.000000,50.000000,741.000000,6.134953,8.661674,1.607646,0.204648,0.190234,0.204711,0.202126,0.202729,0.217419,0.224497,0.209044,0.175199,0.192312,0.188892,0.196488,0.166553,0.177410,0.172581,0.166215,0.139189,0.147442,0.178139,0.137809,0.143846,0.163406,0.238582,0.172301
335.000000,50.000000,771.000000,8.424430,8.581057,2.636011,0.223552,0.229717,0.226897,0.213020,0.225971,0.234067,0.226977,0.243715,0.187262,0.203010,0.196472,0.207989,0.179832,0.190833,0.190523,0.175515,0.146100,0.156614,0.187698,0.117662,0.131251,0.163418,0.231114,0.172270
335.000000,50.000000,801.000000,9.124292,8.335687,2.929611,0.242052,0.241076,0.242650,0.233681,0.236959,0.252073,0.246146,0.232599,0.209646,0.219296,0.209434,0.229458,0.190988,0.209175,0.179416,0.151342,0.143218,0.150418,0.163683,0.122486,0.111690,0.160903,0.248722,0.173112
335.000000,50.000000,831.000000,8.963940,8.476664,2.878983,0.263106,0.266821,0.262377,0.257340,0.262493,0.262358,0.251631,0.260154,0.224131,0.230773,0.222044,0.245520,0.206825,0.220352,0.203304,0.180962,0.164055,0.169626,0.190287,0.139949,0.132419,0.184760,0.245292,0.198633
335.000000,50.000000,861.000000,5.971949,8.368852,2.361494,0.226241,0.226310,0.226006,0.216555,0.225150,0.222250,0.220989,0.247534,0.191413,0.206976,0.199452,0.207687,0.184299,0.184323,0.196108,0.190256,0.166644,0.173273,0.214472,0.135129,0.159919,0.183558,0.232109,0.204031
335.000000,50.000000,891.000000,10.765304,5.460284,4.932701,0.269011,0.256825,0.261058,0.254919,0.262804,0.203739,0.204913,0.248570,0.233910,0.242477,0.252042,0.242894,0.235558,0.230480,0.168297,0.165951,0.151701,0.155047,0.181874,0.177262,0.148262,0.156562,0.216159,0.183030
335.000000,51.000000,575.000000,12.264218,7.929085,3.652247,0.243887,0.224838,0.235739,0.201397,0.207919,0.214059,0.214936,0.243281,0.199750,0.259143,0.215021,0.229407,0.199567,0.216300,0.156419,0.153905,0.141415,0.140285,0.168604,0.152099,0.141350,0.156312,0.218761,0.194500
335.000000,51.000000,605.000000,12.333435,7.945162,3.725679,0.242284,0.225233,0.236102,0.224098,0.219108,0.218708,0.207522,0.245101,0.209937,0.245231,0.211926,0.217884,0.190058,0.203248,0.138650,0.127865,0.112788,0.134967,0.172441,0.147965,0.139120,0.161629,0.217108,0.190061
335.000000,51.000000,635.000000,9.489438,8.270352,3.191230,0.262631,0.263177,0.256225,0.254856,0.261108,0.241829,0.229514,0.261422,0.241921,0.222363,0.228372,0.248269,0.218078,0.229282,0.175415,0.162584,0.160891,0.165328,0.183793,0.147341,0.127125,0.162544,0.249895,0.202687
335.000000,51.000000,665.000000,11.328159,6.686245,4.286165,0.268753,0.266748,0.265081,0.266664,0.271920,0.234403,0.218007,0.247191,0.224259,0.222349,0.247905,0.254908,0.227733,0.236393,0.169261,0.169110,0.149357,0.161249,0.175568,0.146119,0.125769,0.162108,0.244441,0.191988
335.000000,51.000000,695.000000,11.219222,6.578546,4.304944,0.275102,0.275424,0.275353,0.282533,0.279730,0.236052,0.226963,0.261365,0.230846,0.231683,0.254560,0.265024,0.243065,0.233299,0.168156,0.171681,0.155850,0.163483,0.184899,0.161186,0.143830,0.162047,0.250218,0.188804
335.000000,51.000000,725.000000,12.299057,7.954223,3.666071,0.231441,0.234089,0.234362,0.216422,0.207539,0.221856,0.220379,0.244625,0.199723,0.233672,0.211931,0.239073,0.180469,0.206105,0.144535,0.138559,0.122657,0.141196,0.168339,0.130138,0.117952,0.153944,0.239665,0.194753
335.000000,51.000000,755.000000,11.991698,7.240258,4.223757,0.255836,0.240896,0.257933,0.251320,0.254807,0.210303,0.216620,0.225985,0.211029,0.223536,0.228617,0.228748,0.205206,0.220422,0.142382,0.150130,0.129479,0.144616,0.170886,0.139788,0.117513,0.153859,0.227098,0.196186
335.000000,51.000000,785.000000,12.155989,7.476460,4.068687,0.259014,0.235474,0.253970,0.244553,0.240490,0.209817,0.219226,0.232118,0.216741,0.235490,0.239900,0.238061,0.209959,0.224650,0.142724,0.146804,0.124442,0.155322,0.171908,0.156905,0.133166,0.160340,0.236333,0.196738
335.000000,51.000000,815.000000,11.979243,7.210798,4.248985,0.278562,0.254317,0.265761,0.255067,0.263932,0.235790,0.237521,0.245439,0.231493,0.238910,0.246989,0.251695,0.222731,0.232278,0.149707,0.150772,0.140909,0.152129,0.179637,0.155162,0.126088,0.151363,0.235438,0.192999
335.000000,51.000000,845.000000,12.138260,7.433420,4.099631,0.257001,0.234057,0.250294,0.236576,0.237824,0.218447,0.240203,0.217686,0.215750,0.236631,0.254269,0.233144,0.213711,0.218181,0.150490,0.150042,0.135933,0.154708,0.167951,0.153772,0.127484,0.156067,0.237235,0.193426
335.000000,52.000000,586.000000,5.113897,6.013042,3.631002,0.193661,0.210683,0.181607,0.221392,0.203685,0.196673,0.167690,0.190650,0.213933,0.200354,0.225081,0.180538,0.191275,0.180416,0.165111,0.175964,0.163295,0.167898,0.184899,0.152247,0.179348,0.169514,0.192785,0.184113
335.000000,53.000000,723.000000,2.613384,5.976425,4.822265,0.215185,0.196852,0.200299,0.200673,0.210061,0.159093,0.169208,0.182911,0.187545,0.187922,0.193833,0.184083,0.174622,0.172237,0.175513,0.188101,0.162618,0.166463,0.180576,0.181696,0.176036,0.178308,0.192919,0.197761
335.000000,54.000000,801.000000,11.102004,6.593946,4.217868,0.265575,0.250241,0.244389,0.242291,0.245240,0.216406,0.222330,0.240505,0.220979,0.237701,0.222065,0.242397,0.223951,0.222987,0.164132,0.167299,0.145068,0.146298,0.171484,0.158587,0.135144,0.153662,0.218197,0.182168
335.000000,55.000000,837.000000,11.251036,6.665287,4.262610,0.264871,0.254055,0.248821,0.251026,0.261253,0.218473,0.219818,0.242869,0.215565,0.230774,0.229640,0.239851,0.222630,0.216971,0.164072,0.158377,0.138667,0.150006,0.171045,0.158480,0.129739,0.156014,0.224367,0.192757
335.000000,56.000000,876.000000,8.519193,8.543721,2.663734,0.207592,0.233736,0.220470,0.212925,0.214749,0.245976,0.233409,0.242584,0.184569,0.200441,0.185114,0.207329,0.170412,0.176436,0.193784,0.163010,0.153924,0.158237,0.189651,0.090514,0.107598,0.162793,0.230653,0.172862
